a,c,b,d,p,OR,X
1,228441,1617,9280779,7.83E-10,0.02512467,C1orf101
13,228441,419,9280779,0.410025826,1.26049088,C1orf105
52,228441,239,9280779,1.60E-66,8.839258222,C1orf106
8,228441,88,9280779,0.000147583,3.693326425,C1orf109
10,228441,487,9280779,0.569932207,0.834221574,C1orf112
8,228441,91,9280779,0.000224383,3.571568411,C1orf115
24,228441,138,9280779,5.89E-25,7.06549403,C1orf116
7,228441,11,9280779,5.02E-24,25.85328497,C1orf122
12,228441,101,9280779,1.17E-08,4.826921664,C1orf123
1,228441,209,9280779,0.068321858,0.194385601,C1orf127
11,228441,186,9280779,0.003543563,2.402647836,C1orf131
23,228441,919,9280779,0.937210664,1.016769952,C1orf168
9,228441,102,9280779,8.64E-05,3.584699177,C1orf174
3,228441,113,9280779,0.897081098,1.078582053,C1orf186
25,228441,371,9280779,3.73E-07,2.737640881,C1orf198
2,228441,2238,9280779,8.72E-13,0.036306158,C1orf210
9,228441,57,9280779,2.52E-09,6.414724843,C1orf211
5,228441,40,9280779,0.000136033,5.078323834,C1orf213
5,228441,39,9280779,0.000103585,5.208537266,C1orf21
19,228441,72,9280779,1.17E-30,10.72090587,C1orf220
9,228441,58,9280779,3.71E-09,6.304126139,C1orf222
3,228441,144,9280779,0.774698067,0.846387306,C1orf227
7,228441,294,9280779,0.930721862,0.967299778,C1orf228
20,228441,38,9280779,2.62E-57,21.38241614,C1orf229
10,228441,94,9280779,1.56E-06,4.321977731,C1orf43
7,228441,85,9280779,0.001109069,3.345719232,C1orf50
1,228441,90,9280779,0.416780663,0.451406563,C1orf52
4,228441,59,9280779,0.040764617,2.75434513,C1orf53
4,228441,15,9280779,1.10E-07,10.83375751,C1orf56
5,228441,66,9280779,0.010670584,3.077772021,C1orf63
9,228441,24,9280779,1.06E-20,15.2349715,C1orf85
16,228441,178,9280779,1.06E-07,3.651828375,C1orf86
6,228441,35,9280779,3.14E-07,6.964558401,C1QBP
4,228441,218,9280779,0.558998767,0.745442031,C1QTNF1
18,228441,68,9280779,3.22E-29,10.75409753,C1QTNF1-AS1
7,228441,252,9280779,0.752217629,1.128516408,C1QTNF3
31,228441,99,9280779,2.19E-57,12.72145769,C1QTNF8
3,228441,16,9280779,0.000138459,7.617485751,C1QTNF9B-AS1
3,228441,136,9280779,0.850955219,0.896174794,C1RL-AS1
1,228441,517,9280779,0.001024189,0.078581413,C1S
6844,228441,17604,9280779,0,15.7946141,C20orf112
11,228441,1270,9280779,0.000308573,0.351883856,C20orf194
26,228441,982,9280779,0.713548347,1.075653114,C20orf196
8,228441,126,9280779,0.006992185,2.579466074,C20orf27
25,228441,213,9280779,3.28E-16,4.768379187,C20orf96
19,228441,183,9280779,8.01E-11,4.218061327,C2
4,228441,14,9280779,3.98E-08,11.60759734,C21orf119
7,228441,96,9280779,0.003589129,2.96235557,C21orf2
2,228441,115,9280779,0.624503629,0.706549403,C21orf33
14,228441,145,9280779,1.35E-07,3.922567375,C21orf37
4,228441,214,9280779,0.584267116,0.759375527,C21orf49
8,228441,224,9280779,0.298132946,1.450949667,C21orf59
2,228441,58,9280779,0.637657177,1.40091692,C21orf67
7,228441,27,9280779,4.35E-12,10.5328198,C21orf90
12,228441,225,9280779,0.007466546,2.166751503,C21orf91
12,228441,34,9280779,9.54E-26,14.33879671,C22orf15
4,228441,87,9280779,0.214307989,1.867889226,C22orf23
17,228441,142,9280779,8.72E-12,4.863746771,C22orf24
59,228441,783,9280779,2.66E-18,3.061262899,C2CD2
6,228441,72,9280779,0.002279708,3.385549223,C2CD2L
20,228441,944,9280779,0.506504557,0.860732853,C2CD3
3,228441,680,9280779,0.000806671,0.179234959,C2CD5
3,228441,11,9280779,3.33E-06,11.07997927,C2orf15
4,228441,373,9280779,0.088976179,0.435673895,C2orf42
1,228441,1220,9280779,1.19E-07,0.033300484,C2orf43
5,228441,113,9280779,0.192996613,1.797636755,C2orf44
3,228441,68,9280779,0.315763213,1.792349589,C2orf47
17,228441,117,9280779,7.57E-15,5.903008901,C2orf49
2,228441,95,9280779,0.826663747,0.855296646,C2orf50
5,228441,541,9280779,0.023298559,0.375476808,C2orf61
12,228441,161,9280779,9.83E-05,3.02806887,C2orf69
43,228441,111,9280779,5.18E-95,15.73822882,C2orf72
9,228441,341,9280779,0.836303467,1.072256059,C2orf73
11,228441,484,9280779,0.793580737,0.923331606,C2orf76
56,228441,64,9280779,4.95E-220,35.54826684,C2orf82
19,228441,579,9280779,0.215875036,1.333169642,C2orf88
12,228441,364,9280779,0.317618474,1.339338154,C3
10,228441,134,9280779,0.000371463,3.031835125,C3orf17
3,228441,132,9280779,0.891306028,0.923331606,C3orf18
2,228441,906,9280779,1.75E-05,0.089683423,C3orf20
11,228441,294,9280779,0.16960479,1.520042508,C3orf33
1,228441,250,9280779,0.03813715,0.162506363,C3orf37
7,228441,63,9280779,3.31E-05,4.51406563,C3orf38
19,228441,253,9280779,7.97E-07,3.051008786,C3orf58
1,228441,379,9280779,0.006463013,0.107194171,C4BPA
11,228441,106,9280779,7.64E-07,4.215966957,C4BPB
10,228441,270,9280779,0.201391877,1.504688543,C4orf27
6,228441,494,9280779,0.079131927,0.493440373,C4orf29
11,228441,57,9280779,1.19E-13,7.840219253,C4orf3
8,228441,385,9280779,0.634976821,0.844188897,C4orf32
3,228441,106,9280779,0.811393378,1.14980917,C4orf33
21,228441,328,9280779,1.03E-05,2.601092696,C4orf42
8,228441,46,9280779,2.57E-09,7.06549403,C4orf46
6,228441,780,9280779,0.00269271,0.312512236,C5
23,228441,164,9280779,9.71E-19,5.697631619,C5orf15
8,228441,171,9280779,0.070918575,1.900659213,C5orf22
11,228441,129,9280779,2.50E-05,3.464282926,C5orf24
32,228441,95,9280779,3.70E-63,13.68474633,C5orf27
11,228441,287,9280779,0.146187728,1.557116716,C5orf28
1,228441,214,9280779,0.063588231,0.189843882,C5orf30
11,228441,249,9280779,0.054175925,1.794748986,C5orf34
8,228441,822,9280779,0.006801558,0.39539261,C5orf42
4,228441,121,9280779,0.560270789,1.343027791,C5orf51
4,228441,68,9280779,0.08057249,2.389799451,C5orf54
4,228441,26,9280779,9.23E-05,6.250244719,C5orf55
40,228441,572,9280779,2.42E-11,2.841020327,C5orf56
1,228441,243,9280779,0.042092781,0.167187616,C5orf63
28,228441,30,9280779,3.27E-115,37.9181513,C6orf106
13,228441,388,9280779,0.272218049,1.361200203,C6orf120
27,228441,251,9280779,1.73E-15,4.370191029,C6orf132
13,228441,400,9280779,0.322534816,1.320364197,C6orf136
4,228441,3,9280779,3.13E-21,54.16878756,C6orf1
1,228441,468,9280779,0.001960856,0.086808954,C6orf165
3,228441,1878,9280779,2.12E-10,0.064898707,C6orf170
4,228441,238,9280779,0.446438328,0.682799843,C6orf201
4,228441,181,9280779,0.831078947,0.897825208,C6orf203
8,228441,156,9280779,0.038401288,2.083414906,C6orf211
2,228441,5,9280779,6.13E-06,16.25063627,C6orf226
7,228441,11,9280779,5.02E-24,25.85328497,C6orf47
12,228441,28,9280779,4.24E-30,17.411396,C6orf48
11,228441,170,9280779,0.001242615,2.628779397,C6orf52
2,228441,202,9280779,0.184728531,0.402243472,C6orf57
20,228441,105,9280779,3.14E-23,7.738398223,C6orf62
5,228441,379,9280779,0.159125154,0.535970853,C6orf70
22,228441,508,9280779,0.008565019,1.759419281,C6orf89
7,228441,6143,9280779,1.00E-31,0.046294341,C7orf10
11,228441,84,9280779,5.18E-09,5.320148779,C7orf25
3,228441,193,9280779,0.425452415,0.631501409,C7orf26
5,228441,236,9280779,0.73977141,0.860732853,C7orf41
16,228441,36,9280779,1.05E-40,18.05626252,C7orf43
31,228441,61,9280779,1.51E-85,20.64630018,C7orf49
55,228441,1430,9280779,0.001057346,1.56256118,C7orf50
10,228441,1132,9280779,0.000753812,0.358892144,C7orf60
4,228441,565,9280779,0.008115122,0.287621881,C7orf63
6,228441,157,9280779,0.286362161,1.552608561,C7orf73
11,228441,629,9280779,0.258757291,0.710480918,C8A
3,228441,338,9280779,0.066334282,0.360591041,C8B
8,228441,382,9280779,0.650748066,0.850818653,C8orf31
1,228441,207,9280779,0.070316832,0.196263723,C8orf37
23,228441,49,9280779,3.12E-60,19.06962419,C8orf4
3,228441,260,9280779,0.181484086,0.468768354,C8orf44-SGK3
8,228441,23,9280779,1.74E-17,14.13098806,C8orf58
13,228441,106,9280779,1.27E-09,4.982506403,C9orf114
9,228441,47,9280779,2.39E-11,7.779559916,C9orf123
18,228441,79,9280779,2.75E-25,9.256691546,C9orf152
12,228441,144,9280779,1.60E-05,3.385549223,C9orf156
15,228441,48,9280779,1.31E-28,12.69580959,C9orf16
2,228441,139,9280779,0.445477178,0.584555261,C9orf24
155,228441,2836,9280779,3.22E-23,2.220423679,C9orf3
5,228441,49,9280779,0.000999372,4.145570477,C9orf40
8,228441,258,9280779,0.519173537,1.259739246,C9orf41
7,228441,190,9280779,0.291413283,1.49676913,C9orf43
18,228441,83,9280779,4.51E-24,8.810585929,C9orf50
23,228441,219,9280779,5.40E-13,4.266719568,C9orf64
29,228441,243,9280779,5.81E-19,4.848440862,C9orf72
2,228441,508,9280779,0.003029976,0.159947207,C9orf85
31,228441,146,9280779,2.24E-39,8.62619391,C9orf89
14,228441,348,9280779,0.068694899,1.634403073,C9orf91
17,228441,259,9280779,4.58E-05,2.666610199,C9orf96
8,228441,356,9280779,0.798868306,0.912957094,CA13
21,228441,72,9280779,5.35E-37,11.84942228,CA14
18,228441,472,9280779,0.066124144,1.549319136,CA5A
6,228441,165,9280779,0.344700555,1.47733057,CA5BP1
7,228441,403,9280779,0.358077742,0.705672791,CAAP1
39,228441,858,9280779,0.000141778,1.846663212,CAB39
7,228441,904,9280779,0.001278797,0.314586432,CAB39L
20,228441,1465,9280779,0.007901129,0.554629224,CABIN1
1,228441,55,9280779,0.763153735,0.738665285,CABLES1
5,228441,172,9280779,0.713519598,1.181005543,CABLES2
13,228441,108,9280779,2.07E-09,4.890237766,CACFD1
5,228441,6057,9280779,4.11E-32,0.033536892,CACNA1C
44,228441,967,9280779,5.15E-05,1.848572895,CACNA2D4
29,228441,2159,9280779,0.001003483,0.545702237,CACNB4
2,228441,1350,9280779,6.18E-08,0.060187542,CACNG2
8,228441,605,9280779,0.07603512,0.537211116,CACUL1
27,228441,131,9280779,1.82E-33,8.373419452,CACYBP
1,228441,110,9280779,0.301576017,0.369332642,CAD
30,228441,3016,9280779,3.25E-07,0.40411065,CADM1
1,228441,7702,9280779,1.09E-42,0.005274811,CADM2
4,228441,132,9280779,0.681509324,1.231108808,CADM4
14,228441,4435,9280779,9.58E-20,0.128246284,CADPS2
11,228441,15,9280779,2.70E-40,29.79283316,CAHM
3,228441,146,9280779,0.7565509,0.834792959,CALCOCO1
2,228441,325,9280779,0.034451751,0.250009789,CALCOCO2
27,228441,1774,9280779,0.012316086,0.618330298,CALD1
5,228441,100,9280779,0.114327058,2.031329534,CALM1
28,228441,119,9280779,1.16E-39,9.559197805,CALM2
19,228441,90,9280779,1.22E-24,8.576724698,CALM3
6,228441,154,9280779,0.265582253,1.582854182,CALML4
22,228441,58,9280779,1.17E-48,15.41008612,CALR
2,228441,176,9280779,0.26521063,0.461665803,CALR3
24,228441,331,9280779,8.21E-08,2.945734671,CALU
28,228441,61,9280779,1.13E-71,18.64827113,CAMK1
2,228441,4558,9280779,2.46E-25,0.017826499,CAMK1D
48,228441,2350,9280779,0.200139453,0.829819724,CAMK2D
12,228441,556,9280779,0.652137573,0.876832892,CAMK2G
21,228441,25,9280779,8.59E-82,34.12633617,CAMK2N1
5,228441,392,9280779,0.136978714,0.51819631,CAMKK2
5,228441,3715,9280779,1.66E-19,0.054679126,CAMKMT
10,228441,153,9280779,0.001856947,2.655332724,CAMLG
8,228441,987,9280779,0.000993032,0.329293541,CAMSAP2
11,228441,159,9280779,0.000532009,2.810644638,CAMSAP3
15,228441,8769,9280779,1.80E-42,0.069494681,CAMTA1
5,228441,130,9280779,0.323398449,1.56256118,CAMTA2
12,228441,433,9280779,0.685136673,1.125910134,CAND1
6,228441,166,9280779,0.352264994,1.468430988,CANT1
34,228441,354,9280779,2.80E-16,3.901988935,CANX
11,228441,224,9280779,0.02254201,1.995055792,CAP1
19,228441,1378,9280779,0.010958807,0.560163442,CAP2
23,228441,216,9280779,3.09E-13,4.325979562,CAPN10
13,228441,118,9280779,1.89E-08,4.475810837,CAPN1
6,228441,235,9280779,0.929460038,1.037274655,CAPN11
5,228441,268,9280779,0.537939349,0.757958781,CAPN2
8,228441,525,9280779,0.174140248,0.619071858,CAPN3
12,228441,501,9280779,0.925603367,0.973091992,CAPN5
7,228441,390,9280779,0.405635518,0.729195217,CAPN7
14,228441,550,9280779,0.901306898,1.034131399,CAPN9
1,228441,78,9280779,0.509449753,0.520853727,CAPNS1
1,228441,356,9280779,0.008826725,0.114119637,CAPRIN1
6,228441,465,9280779,0.109743216,0.524214073,CAPRIN2
11,228441,437,9280779,0.941547602,1.022637294,CAPZA1
6,228441,492,9280779,0.080948906,0.495446228,CAPZA2
65,228441,1237,9280779,1.04E-09,2.134784474,CAPZB
37,228441,256,9280779,2.95E-30,5.871811933,CARD10
4,228441,1414,9280779,1.85E-07,0.114926706,CARD11
7,228441,364,9280779,0.51668103,0.78128059,CARD8
53,228441,152,9280779,1.47E-106,14.1658507,CARHSP1
21,228441,228,9280779,5.12E-10,3.741922825,CARKD
2,228441,364,9280779,0.020409752,0.223223026,CARM1
2,228441,430,9280779,0.008477004,0.188960887,CARS
34,228441,635,9280779,6.00E-06,2.17528202,CARS2
6,228441,708,9280779,0.006415959,0.344293141,CASC1
2,228441,1108,9280779,1.33E-06,0.073333196,CASC2
17,228441,188,9280779,3.64E-08,3.673681072,CASC3
7,228441,775,9280779,0.005914559,0.366949851,CASC4
14,228441,529,9280779,0.788876333,1.075183874,CASC5
14,228441,408,9280779,0.219512628,1.39404968,CASD1
4,228441,1732,9280779,3.42E-09,0.093825845,CASK
10,228441,174,9280779,0.007223818,2.334861533,CASKIN2
27,228441,399,9280779,1.13E-07,2.74916779,CASP10
13,228441,159,9280779,1.01E-05,3.321670936,CASP2
15,228441,213,9280779,3.81E-05,2.861027512,CASP3
9,228441,211,9280779,0.101909275,1.732887754,CASP4
1,228441,210,9280779,0.067346586,0.193459956,CASP5
16,228441,145,9280779,4.26E-10,4.482934143,CASP6
10,228441,349,9280779,0.635378543,1.164085693,CASP7
47,228441,501,9280779,3.78E-21,3.811276969,CASP8
4,228441,328,9280779,0.154168288,0.495446228,CASP8AP2
17,228441,239,9280779,9.49E-06,2.889757496,CASP9
1,228441,103,9280779,0.337271699,0.394432919,CASQ1
4,228441,673,9280779,0.002083052,0.241465621,CASQ2
6,228441,406,9280779,0.209839875,0.600392966,CASS4
23,228441,839,9280779,0.6101746,1.113720602,CAST
25,228441,1403,9280779,0.107828946,0.723923569,CASZ1
4,228441,246,9280779,0.407407022,0.66059497,CAT
1,228441,107,9280779,0.316334289,0.379687763,CATSPER2P1
19,228441,1285,9280779,0.025805303,0.600704454,CBFA2T2
10,228441,420,9280779,0.917241964,0.967299778,CBFB
2,228441,661,9280779,0.000411751,0.122924631,CBL
26,228441,1636,9280779,0.025693222,0.645654864,CBLB
8,228441,185,9280779,0.113841192,1.756825543,CBLC
9,228441,174,9280779,0.026248269,2.10137538,CBLL1
17,228441,39,9280779,1.72E-42,17.7090267,CBLN3
3,228441,18,9280779,0.000375939,6.771098446,CBR1
5,228441,234,9280779,0.754093425,0.868089544,CBR3-AS1
22,228441,205,9280779,7.39E-13,4.359926804,CBR4
12,228441,205,9280779,0.002622328,2.378141893,CBS
1,228441,345,9280779,0.010251884,0.117758234,CBX1
9,228441,95,9280779,3.13E-05,3.848834906,CBX2
8,228441,106,9280779,0.001290271,3.066157787,CBX3
14,228441,38,9280779,7.60E-31,14.9676913,CBX3P2
56,228441,102,9280779,5.70E-162,22.30479488,CBX4
5,228441,460,9280779,0.061645252,0.441593377,CBX5
13,228441,43,9280779,2.67E-24,12.28245765,CBX8
2,228441,86,9280779,0.936724108,0.944804434,CBY1
10,228441,14,9280779,3.41E-36,29.01899334,CBY3
1,228441,129,9280779,0.223974076,0.314934811,CC2D1A
14,228441,130,9280779,9.67E-09,4.375171303,CC2D1B
3,228441,1018,9280779,1.08E-05,0.119724727,CC2D2A
5,228441,715,9280779,0.002764121,0.284102033,CCAR1
54,228441,115,9280779,7.17E-139,19.07683388,CCAT1
1,228441,2474,9280779,1.67E-14,0.016421419,CCBE1
40,228441,449,9280779,7.23E-17,3.619295383,CCBL1
3,228441,274,9280779,0.151581869,0.444816686,CCBL2
30,228441,509,9280779,1.62E-06,2.394494539,CCBP2
1,228441,2382,9280779,5.28E-14,0.017055664,CCDC102B
14,228441,72,9280779,4.31E-17,7.899614853,CCDC106
6,228441,6,9280779,4.87E-27,40.62659067,CCDC107
8,228441,899,9280779,0.002788874,0.361526947,CCDC109B
3,228441,352,9280779,0.055344352,0.346249352,CCDC111
11,228441,276,9280779,0.113516538,1.619175715,CCDC112
3,228441,27,9280779,0.006573306,4.51406563,CCDC115
16,228441,146,9280779,5.21E-10,4.452229115,CCDC117
6,228441,387,9280779,0.256963896,0.629869623,CCDC120
3,228441,92,9280779,0.630546113,1.324780131,CCDC121
5,228441,41,9280779,0.000176523,4.954462277,CCDC122
5,228441,359,9280779,0.199940447,0.565829954,CCDC125
59,228441,452,9280779,1.63E-41,5.303028429,CCDC12
7,228441,394,9280779,0.390462471,0.72179222,CCDC130
19,228441,142,9280779,6.79E-15,5.435952273,CCDC135
6,228441,17,9280779,1.19E-13,14.33879671,CCDC13
1,228441,81,9280779,0.484245029,0.501562848,CCDC137
2,228441,909,9280779,1.69E-05,0.089387438,CCDC138
2,228441,86,9280779,0.936724108,0.944804434,CCDC13-AS1
2,228441,447,9280779,0.00676882,0.181774455,CCDC14
26,228441,108,9280779,8.42E-38,9.780475532,CCDC142
6,228441,1078,9280779,7.03E-05,0.226122026,CCDC146
7,228441,1933,9280779,4.30E-09,0.147121642,CCDC148
10,228441,660,9280779,0.124074375,0.615554404,CCDC148-AS1
3,228441,640,9280779,0.001347556,0.190437144,CCDC150
3,228441,509,9280779,0.007272006,0.239449454,CCDC151
6,228441,88,9280779,0.011720131,2.769994819,CCDC15
6,228441,47,9280779,2.23E-05,5.186373277,CCDC163P
5,228441,137,9280779,0.383923129,1.482722287,CCDC167
20,228441,992,9280779,0.376124047,0.819084489,CCDC170
6,228441,2830,9280779,2.55E-14,0.086134115,CCDC171
11,228441,472,9280779,0.857755946,0.946806139,CCDC173
4,228441,209,9280779,0.617217165,0.777542405,CCDC174
7,228441,329,9280779,0.702575532,0.864395546,CCDC176
9,228441,848,9280779,0.009736735,0.431178439,CCDC18
3,228441,65,9280779,0.279177116,1.875073416,CCDC22
3,228441,102,9280779,0.76084235,1.194899726,CCDC23
1,228441,7,9280779,0.062149575,5.803798668,CCDC24
15,228441,336,9280779,0.022055458,1.813687084,CCDC25
14,228441,209,9280779,0.000157019,2.721398418,CCDC27
5,228441,169,9280779,0.684767817,1.201970138,CCDC28A
7,228441,1643,9280779,1.54E-07,0.173089552,CCDC30
6,228441,181,9280779,0.471509049,1.346737812,CCDC34
8,228441,485,9280779,0.258289134,0.670129331,CCDC38
1,228441,475,9280779,0.001786621,0.085529665,CCDC40
2,228441,1415,9280779,2.72E-08,0.057422743,CCDC41
5,228441,99,9280779,0.109156327,2.051848014,CCDC43
18,228441,650,9280779,0.621756662,1.125044049,CCDC50
14,228441,54,9280779,1.20E-22,10.5328198,CCDC51
6,228441,406,9280779,0.209839875,0.600392966,CCDC53
61,228441,1011,9280779,2.07E-12,2.451258191,CCDC57
8,228441,249,9280779,0.456944817,1.30527199,CCDC58
22,228441,1051,9280779,0.451478078,0.850413887,CCDC6
4,228441,713,9280779,0.001257973,0.227919162,CCDC64
4,228441,102,9280779,0.356519456,1.593199634,CCDC65
9,228441,460,9280779,0.494238912,0.794868078,CCDC66
18,228441,488,9280779,0.089752295,1.498521787,CCDC68
13,228441,415,9280779,0.390880117,1.27264019,CCDC69
25,228441,59,9280779,2.87E-60,17.21465706,CCDC71
1,228441,427,9280779,0.003388783,0.09514424,CCDC77
1,228441,353,9280779,0.009194121,0.115089492,CCDC82
6,228441,460,9280779,0.116050942,0.529912052,CCDC83
7,228441,139,9280779,0.059065171,2.045943415,CCDC84
17,228441,19,9280779,4.82E-69,36.35010744,CCDC85B
53,228441,709,9280779,2.26E-16,3.036966581,CCDC85C
27,228441,90,9280779,2.65E-48,12.1879772,CCDC86
15,228441,26,9280779,2.38E-46,23.4384177,CCDC87
5,228441,853,9280779,0.000500046,0.238139453,CCDC88A
17,228441,1181,9280779,0.026245192,0.584802745,CCDC88C
7,228441,136,9280779,0.051562907,2.09107452,CCDC90B
12,228441,207,9280779,0.002940569,2.355164677,CCDC91
22,228441,2899,9280779,5.86E-09,0.308308035,CCDC92
10,228441,9,9280779,2.24E-46,45.1406563,CCDC93
1,228441,788,9280779,2.99E-05,0.051556587,CCDC94
6,228441,205,9280779,0.675489229,1.189070947,CCDC9
9,228441,9,9280779,1.03E-39,40.62659067,CCDC96
40,228441,133,9280779,7.59E-71,12.21852351,CCDC97
23,228441,286,9280779,7.17E-09,3.267173376,CCHCR1
10,228441,112,9280779,2.92E-05,3.627374167,CCL15-CCL14
7,228441,65,9280779,4.99E-05,4.375171303,CCL16
8,228441,37,9280779,1.63E-11,8.784127713,CCL19
24,228441,55,9280779,2.66E-59,17.72796684,CCL20
1,228441,251,9280779,0.037604228,0.161858927,CCL28
9,228441,681,9280779,0.05963061,0.536915295,CCM2
1,228441,32,9280779,0.813742736,1.269580959,CCNA2
20,228441,146,9280779,4.82E-16,5.565286394,CCNB1
11,228441,181,9280779,0.0026081,2.469019323,CCNB1IP1
6,228441,185,9280779,0.504747568,1.317619157,CCNB2
28,228441,137,9280779,2.44E-34,8.303244809,CCND1
19,228441,70,9280779,1.76E-31,11.02721747,CCNG1
8,228441,107,9280779,0.001425277,3.037502106,CCNG2
10,228441,166,9280779,0.004492619,2.44738498,CCNH
16,228441,213,9280779,5.88E-06,3.05176268,CCNI
16,228441,687,9280779,0.82682253,0.946179695,CCNJL
5,228441,227,9280779,0.805809515,0.894858825,CCNK
26,228441,126,9280779,2.49E-32,8.383264742,CCNL1
6,228441,83,9280779,0.007507699,2.936861976,CCNL2
1,228441,206,9280779,0.071337012,0.19721646,CCNT1
3,228441,296,9280779,0.114149855,0.411755987,CCNT2
95,228441,2828,9280779,0.002764731,1.364754637,CCNY
33,228441,390,9280779,4.12E-13,3.437634595,CCNYL1
6,228441,208,9280779,0.70134328,1.171920885,CCP110
7,228441,18,9280779,6.35E-17,15.79922971,CCR10
14,228441,1045,9280779,0.021683121,0.544279684,CCR6
12,228441,103,9280779,1.85E-08,4.73319503,CCR7
7,228441,256,9280779,0.783615781,1.110883339,CCRN4L
5,228441,73,9280779,0.02079462,2.782643197,CCS
14,228441,185,9280779,1.97E-05,3.0744447,CCSAP
12,228441,1908,9280779,3.66E-07,0.255513149,CCSER2
8,228441,164,9280779,0.054089429,1.981784911,CCT2
1,228441,196,9280779,0.082431274,0.207278524,CCT3
8,228441,165,9280779,0.056311529,1.969774093,CCT4
20,228441,164,9280779,6.35E-14,4.954462277,CCT5
5,228441,30,9280779,4.40E-06,6.771098446,CCT6A
1,228441,361,9280779,0.008247278,0.112539032,CCT6B
1,228441,79,9280779,0.500884028,0.514260641,CCT6P1
4,228441,274,9280779,0.294130157,0.593088915,CCT6P3
3,228441,126,9280779,0.954613781,0.967299778,CCT7
10,228441,161,9280779,0.003255161,2.523390725,CCT8
3,228441,46,9280779,0.089005024,2.649560261,CD14
17,228441,57,9280779,6.87E-31,12.11670248,CD151
8,228441,146,9280779,0.023627243,2.226114557,CD164
1,228441,16,9280779,0.348720697,2.539161917,CD19
18,228441,48,9280779,9.40E-40,15.2349715,CD248
1,228441,6,9280779,0.040042489,6.771098446,CD27
7,228441,249,9280779,0.728608218,1.142112991,CD276
2,228441,70,9280779,0.83517711,1.160759734,CD27-AS1
37,228441,1137,9280779,0.093624103,1.322061438,CD2AP
12,228441,49,9280779,1.27E-18,9.949369144,CD2BP2
7,228441,41,9280779,3.56E-08,6.936247188,CD320
10,228441,2116,9280779,5.98E-09,0.19199712,CD36
3,228441,232,9280779,0.259741217,0.525343845,CD4
13,228441,443,9280779,0.531609516,1.192202435,CD46
3,228441,302,9280779,0.105641797,0.403575404,CD55
10,228441,382,9280779,0.847521255,1.063523316,CD58
8,228441,290,9280779,0.750330545,1.120733536,CD59
10,228441,42,9280779,2.28E-15,9.672997779,CD63
60,228441,69,9280779,9.84E-235,35.32747015,CD68
4,228441,183,9280779,0.814115736,0.888012911,CD7
33,228441,135,9280779,3.12E-48,9.930944387,CD74
2,228441,364,9280779,0.020409752,0.223223026,CD84
32,228441,332,9280779,1.72E-15,3.915815969,CD9
6,228441,220,9280779,0.804169166,1.107997927,CDA
11,228441,407,9280779,0.759515558,1.098015964,CDADC1
2,228441,65,9280779,0.755400999,1.250048944,CDAN1
12,228441,1376,9280779,0.000182985,0.354301663,CDC14A
28,228441,1017,9280779,0.558546093,1.118529537,CDC14B
16,228441,38,9280779,5.13E-39,17.10593292,CDC20
2,228441,180,9280779,0.250817561,0.451406563,CDC23
8,228441,202,9280779,0.18293735,1.608973888,CDC25A
5,228441,128,9280779,0.306732067,1.586976198,CDC25B
2,228441,505,9280779,0.003151757,0.160897389,CDC25C
8,228441,159,9280779,0.04385829,2.044105191,CDC34
9,228441,64,9280779,3.05E-08,5.713114313,CDC37
22,228441,219,9280779,9.16E-12,4.081210022,CDC37L1
4,228441,431,9280779,0.043417719,0.377044925,CDC40
19,228441,399,9280779,0.004216982,1.934599556,CDC42
18,228441,2899,9280779,3.04E-10,0.252252029,CDC42BPA
2,228441,995,9280779,5.62E-06,0.081661489,CDC42BPB
4,228441,228,9280779,0.499930177,0.712747205,CDC42BPG
45,228441,70,9280779,6.98E-146,26.117094,CDC42EP1
12,228441,77,9280779,8.68E-12,6.331416728,CDC42EP2
31,228441,219,9280779,5.55E-25,5.75079594,CDC42EP4
3,228441,38,9280779,0.039858216,3.207362422,CDC42SE1
10,228441,1036,9280779,0.002252448,0.392148559,CDC42SE2
1,228441,341,9280779,0.010826469,0.119139562,CDC45
16,228441,481,9280779,0.234254648,1.351404264,CDC5L
8,228441,183,9280779,0.106935427,1.776025822,CDC6
3,228441,974,9280779,1.89E-05,0.125133236,CDC73
5,228441,26,9280779,6.00E-07,7.812805899,CDCA2
1,228441,22,9280779,0.542295719,1.846663212,CDCA3
21,228441,91,9280779,1.34E-29,9.375367078,CDCA4
8,228441,55,9280779,9.45E-08,5.90932228,CDCA5
16,228441,118,9280779,5.58E-13,5.508690261,CDCA7
6,228441,704,9280779,0.006731464,0.346249352,CDCP1
27,228441,659,9280779,0.008715651,1.664518889,CDH1
10,228441,170,9280779,0.005730698,2.389799451,CDH15
19,228441,1931,9280779,3.82E-05,0.399743772,CDH23
36,228441,2488,9280779,0.00136458,0.58784456,CDH2
3,228441,124,9280779,0.976452237,0.982901387,CDH24
6,228441,339,9280779,0.421135085,0.719054702,CDH5
20,228441,179,9280779,1.85E-12,4.539283874,CDHR2
8,228441,1202,9280779,7.64E-05,0.270393282,CDHR3
12,228441,174,9280779,0.000310304,2.80183384,CDIP1
8,228441,36,9280779,8.17E-12,9.028131261,CDIPT
31,228441,135,9280779,1.15E-42,9.329068969,CDK10
10,228441,101,9280779,5.47E-06,4.02243472,CDK1
2,228441,554,9280779,0.001658271,0.146666392,CDK12
19,228441,960,9280779,0.34562499,0.80406794,CDK13
6,228441,6003,9280779,2.14E-31,0.040606288,CDK14
